age,income,employment_status,loan_amount,debt,savings,credit_history,payment_history,existing_loans,loan_duration_months,debt_to_income_ratio,loan_to_income_ratio,creditworthy,credit_status
22,3718.26,less than 1 year,454.0,98.37,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.3175,0.1221,1,Good Credit
26,2689.12,1 to 4 years,1715.0,80.03,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,30,0.3571,0.6378,1,Good Credit
23,8780.8,1 to 4 years,2520.0,261.33,500 to 1000 DM,critical account or other credits existing,critical account history,2,27,0.3571,0.287,0,Bad Credit
54,14546.02,7 or more years,3568.0,333.01,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.2747,0.2453,1,Good Credit
29,12714.53,4 to 7 years,7166.0,204.74,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,42,0.1932,0.5636,1,Good Credit
40,56721.6,1 to 4 years,3939.0,787.8,less than 100 DM,critical account or other credits existing,critical account history,2,11,0.1667,0.0694,1,Good Credit
22,4747.9,1 to 4 years,1514.0,141.31,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,15,0.3572,0.3189,1,Good Credit
43,24396.9,1 to 4 years,7393.0,338.85,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.1667,0.303,1,Good Credit
29,5905.35,unemployed,1193.0,109.36,less than 100 DM,all credits at this bank paid back duly,paid previous credits,2,24,0.2222,0.202,0,Bad Credit
36,7437.1,7 or more years,7297.0,170.26,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,60,0.2747,0.9812,0,Bad Credit
33,4439.01,1 to 4 years,2831.0,132.11,less than 100 DM,critical account or other credits existing,critical account history,1,30,0.3571,0.6378,1,Good Credit
57,2861.95,1 to 4 years,1258.0,68.14,500 to 1000 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.2857,0.4396,1,Good Credit
64,8132.4,1 to 4 years,753.0,150.6,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,6,0.2222,0.0926,1,Good Credit
42,16490.66,7 or more years,2427.0,377.53,unknown or no savings account,delay in paying off in the past,past payment delay,2,18,0.2747,0.1472,1,Good Credit
47,12933.65,7 or more years,2538.0,296.1,less than 100 DM,delay in paying off in the past,past payment delay,2,24,0.2747,0.1962,0,Bad Credit
25,5460.48,1 to 4 years,1264.0,101.12,100 to 500 DM,all credits at this bank paid back duly,paid previous credits,1,15,0.2222,0.2315,0,Bad Credit
49,20830.82,4 to 7 years,8386.0,335.44,less than 100 DM,critical account or other credits existing,critical account history,1,30,0.1932,0.4026,0,Bad Credit
33,4132.54,unemployed,4844.0,131.19,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,48,0.3809,1.1722,0,Bad Credit
28,11023.89,1 to 4 years,2923.0,153.11,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,21,0.1667,0.2652,1,Good Credit
26,14812.2,1 to 4 years,8229.0,274.3,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.2222,0.5556,0,Bad Credit
30,12593.88,4 to 7 years,2028.0,202.8,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.1932,0.161,1,Good Credit
25,8987.78,1 to 4 years,1433.0,267.49,less than 100 DM,critical account or other credits existing,critical account history,2,15,0.3571,0.1594,1,Good Credit
33,17465.45,less than 1 year,6289.0,359.37,less than 100 DM,no credits taken or all paid back duly,no prior payment record,2,42,0.2469,0.3601,1,Good Credit
64,5267.49,unemployed,1409.0,130.06,100 to 500 DM,existing credits paid back duly till now,paid current credits on time,1,13,0.2963,0.2675,1,Good Credit
29,9671.13,unemployed,6579.0,383.78,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,24,0.4762,0.6803,1,Good Credit
48,8882.33,7 or more years,1743.0,203.35,less than 100 DM,critical account or other credits existing,critical account history,2,24,0.2747,0.1962,1,Good Credit
37,34651.8,less than 1 year,3565.0,713.0,unknown or no savings account,critical account or other credits existing,critical account history,2,12,0.2469,0.1029,1,Good Credit
34,6396.5,7 or more years,1569.0,146.44,100 to 500 DM,all credits at this bank paid back duly,paid previous credits,1,15,0.2747,0.2453,1,Good Credit
23,16030.08,4 to 7 years,1936.0,258.13,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,2,18,0.1932,0.1208,1,Good Credit
30,3879.82,unemployed,3959.0,153.96,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,36,0.4762,1.0204,1,Good Credit
50,12179.44,7 or more years,2390.0,278.83,unknown or no savings account,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,1,Good Credit
31,9083.62,4 to 7 years,1736.0,188.07,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2485,0.1911,1,Good Credit
40,6047.78,1 to 4 years,3857.0,179.99,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,30,0.3571,0.6378,1,Good Credit
38,4097.18,7 or more years,804.0,93.8,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,12,0.2747,0.1962,1,Good Credit
23,1928.64,1 to 4 years,1845.0,57.4,less than 100 DM,existing credits paid back duly till now,paid current credits on time,1,45,0.3571,0.9566,0,Bad Credit
27,4164.16,unemployed,4576.0,132.2,100 to 500 DM,critical account or other credits existing,critical account history,1,45,0.381,1.0989,1,Good Credit
